model,event_trading_date,n,mae,rmse,mean_y_true,mean_y_pred
Hybrid MLP-GAT,2025-08-15,47,0.566851013366991,0.7867751241551916,0.10872904429251844,-0.14139266097021275
Hybrid MLP-GAT,2025-08-18,48,0.7603066413292745,0.9278468557350326,0.29530955080796656,0.10370692346333332
Hybrid MLP-GAT,2025-08-19,32,0.9703340952406475,1.1117756833298718,0.6199170272011543,-0.2507251709375
Hybrid MLP-GAT,2025-08-20,22,0.8511344771002348,0.9670947402775786,0.5331480452282862,-0.25716966150000004
Hybrid MLP-GAT,2025-08-21,27,0.5993472503149766,0.7224580166349752,0.43002829935263703,0.021095574933333333
Hybrid MLP-GAT,2025-08-22,22,0.6286408290184716,0.7813236716307012,0.021112949841401794,-0.24085319959090912
Hybrid MLP-GAT,2025-08-25,35,0.6702994962105286,0.7754030401261129,-0.38995374560888324,0.15954425555428572
Hybrid MLP-GAT,2025-08-26,29,0.9717347869403994,1.0505961710500828,-0.8668567743794672,0.07209699703448277
Hybrid MLP-GAT,2025-08-27,48,0.6443956477409748,0.7673261257903555,-0.37079950018475455,-0.17119984334791669
Hybrid MLP-GAT,2025-08-28,44,0.5178803764445499,0.6771167992750357,-0.20006302898135883,0.05039733063636364
Hybrid MLP-GAT,2025-08-29,68,0.5994358860387802,0.7467244091011284,-0.1453050631166929,0.0995205793970588
Hybrid MLP-GAT,2025-09-03,57,0.6572594870214967,0.7915162768862836,-0.23750580723086992,0.17723157578947368
Hybrid MLP-GAT,2025-09-04,33,0.4818168251686573,0.6073612632266288,-0.2706651750839118,-0.19163190679545455
Hybrid MLP-GAT,2025-09-05,40,0.45523560798742224,0.6153882821119822,-0.26589589260984214,-0.17912458905
Hybrid MLP-GAT,2025-09-08,34,0.851767970706184,0.971900186620705,-0.692036332014729,0.09717268430882353
